Recipe_Name,Week_Number,Margin_W_Pct
Cappuccino,25,0.8443952941176471
Cappuccino,26,0.8460752941176471
Cappuccino,27,0.8470000000000001
Cappuccino,28,0.8478738823529411
Cappuccino,29,0.8468574117647059
Cappuccino,30,0.8479854117647059
Cappuccino,31,0.840256
Chicken Tex-Mex Tray,1,0.889425
Chicken Tex-Mex Tray,2,0.8786372
Chicken Tex-Mex Tray,3,0.878324475
Chicken Tex-Mex Tray,4,0.8643856999999999
Chicken Tex-Mex Tray,5,0.866972075
Chicken Tex-Mex Tray,6,0.864246775
Chicken Tex-Mex Tray,7,0.8671603999999999
Chicken Tex-Mex Tray,8,0.871334275
Chicken Tex-Mex Tray,9,0.8705463250000001
Chicken Tex-Mex Tray,10,0.8719823250000001
Chicken Tex-Mex Tray,11,0.870307325
Chicken Tex-Mex Tray,12,0.883504925
Chicken Tex-Mex Tray,13,0.888242125
Chicken Tex-Mex Tray,14,0.8894059750000001
Chicken Tex-Mex Tray,15,0.89055725
Chicken Tex-Mex Tray,16,0.891696025
Chicken Tex-Mex Tray,17,0.899507775
Chicken Tex-Mex Tray,18,0.9025322499999999
Chicken Tex-Mex Tray,19,0.868594675
Chicken Tex-Mex Tray,20,0.8699205
Chicken Tex-Mex Tray,21,0.867645425
Chicken Tex-Mex Tray,22,0.863533525
Chicken Tex-Mex Tray,23,0.859721925
Chicken Tex-Mex Tray,24,0.867009275
Chicken Tex-Mex Tray,25,0.868946625
Chicken Tex-Mex Tray,26,0.864758825
Chicken Tex-Mex Tray,27,0.866196025
Chicken Tex-Mex Tray,28,0.8631842
Chicken Tex-Mex Tray,29,0.860309875
Chicken Tex-Mex Tray,30,0.8557363499999999
Chicken Tex-Mex Tray,31,0.855708575
Chocolate Chip Cookies,1,0.87035
Chocolate Chip Cookies,2,0.87016395
Chocolate Chip Cookies,3,0.8693994833333333
Chocolate Chip Cookies,4,0.8674841666666666
Chocolate Chip Cookies,5,0.8667962499999999
Chocolate Chip Cookies,6,0.8671955166666667
Chocolate Chip Cookies,7,0.8670937333333333
Chocolate Chip Cookies,8,0.8666732833333333
Chocolate Chip Cookies,9,0.8675250999999999
Chocolate Chip Cookies,10,0.8672531833333335
Chocolate Chip Cookies,11,0.8665197333333333
Chocolate Chip Cookies,12,0.8696572833333333
Chocolate Chip Cookies,13,0.8699726
Chocolate Chip Cookies,14,0.8698862666666667
Chocolate Chip Cookies,15,0.8697804833333332
Chocolate Chip Cookies,16,0.8696566666666665
Chocolate Chip Cookies,17,0.8686919666666666
Chocolate Chip Cookies,18,0.8663718333333333
Chocolate Chip Cookies,19,0.8673423333333334
Chocolate Chip Cookies,20,0.8689018000000001
Chocolate Chip Cookies,21,0.8675459666666667
Chocolate Chip Cookies,22,0.8667037499999999
Chocolate Chip Cookies,23,0.8674333000000001
Chocolate Chip Cookies,24,0.86649215
Chocolate Chip Cookies,25,0.8673112666666667
Chocolate Chip Cookies,26,0.8680345666666668
Chocolate Chip Cookies,27,0.8684168
Chocolate Chip Cookies,28,0.8696633833333334
Chocolate Chip Cookies,29,0.8679920333333333
Chocolate Chip Cookies,30,0.8682283999999999
Chocolate Chip Cookies,31,0.8677061500000001
Fudge Brownies,1,0.8819285714285714
Fudge Brownies,2,0.8824629464285714
Fudge Brownies,3,0.8821035892857143
Fudge Brownies,4,0.8806043928571429
Fudge Brownies,5,0.8798934107142857
Fudge Brownies,6,0.8804273928571428
Fudge Brownies,7,0.8789812499999999
Fudge Brownies,8,0.8783886785714285
Fudge Brownies,9,0.8791401428571428
Fudge Brownies,10,0.8790704107142856
Fudge Brownies,11,0.8798455178571428
Fudge Brownies,12,0.8823156785714286
Fudge Brownies,13,0.8830436964285714
Fudge Brownies,14,0.8834518749999999
Fudge Brownies,15,0.8838463928571428
Fudge Brownies,16,0.8842251250000001
Fudge Brownies,17,0.8836701428571428
Fudge Brownies,18,0.8824161607142857
Fudge Brownies,19,0.8835556071428572
Fudge Brownies,20,0.8843718928571429
Fudge Brownies,21,0.8810740178571429
Fudge Brownies,22,0.8807273571428571
Fudge Brownies,23,0.882051875
Fudge Brownies,24,0.8808608035714285
Fudge Brownies,25,0.8819859285714287
Fudge Brownies,26,0.8814329285714286
Fudge Brownies,27,0.8815741607142857
Fudge Brownies,28,0.8832961964285715
Fudge Brownies,29,0.8798814107142857
Fudge Brownies,30,0.8798704642857142
Fudge Brownies,31,0.8797412321428572
Iced Tea,1,0.9483333333333334
Iced Tea,2,0.9484646666666667
Iced Tea,3,0.9483923333333334
Iced Tea,4,0.9476356666666667
Iced Tea,5,0.947558
Iced Tea,6,0.9472753333333334
Iced Tea,7,0.9466410000000001
Iced Tea,8,0.9468930000000001
Iced Tea,9,0.9477763333333334
Iced Tea,10,0.947607
Iced Tea,11,0.9474726666666666
Iced Tea,12,0.9477673333333333
Iced Tea,13,0.9481063333333334
Iced Tea,14,0.947671
Iced Tea,15,0.9472299999999999
Iced Tea,16,0.9467833333333333
Iced Tea,17,0.947257
Iced Tea,18,0.9471916666666668
Iced Tea,19,0.9473026666666667
Iced Tea,20,0.9472573333333334
Iced Tea,21,0.9472309999999999
Iced Tea,22,0.9475873333333333
Iced Tea,23,0.9475833333333333
Iced Tea,24,0.948605
Iced Tea,25,0.9426546666666668
Iced Tea,26,0.9421586666666667
Iced Tea,27,0.9420693333333333
Iced Tea,28,0.9418526666666667
Iced Tea,29,0.9418289999999999
Iced Tea,30,0.9424929999999999
Iced Tea,31,0.9422876666666666
Latte,1,0.8511111111111112
Latte,2,0.8472204444444444
Latte,3,0.8472688888888888
Latte,4,0.8477071111111111
Latte,5,0.8482582222222221
Latte,6,0.8485631111111112
Latte,7,0.8469462222222223
Latte,8,0.8436213333333333
Latte,9,0.8402942222222223
Latte,10,0.8397377777777778
Latte,11,0.8379066666666666
Latte,12,0.8366466666666666
Latte,13,0.8376497777777777
Latte,14,0.8363964444444445
Latte,15,0.835139111111111
Latte,16,0.8338777777777778
Latte,17,0.8352951111111111
Latte,18,0.8343022222222223
Latte,19,0.8310782222222222
Latte,20,0.8313133333333333
Latte,21,0.8308591111111111
Latte,22,0.8278671111111111
Latte,23,0.8285813333333333
Latte,24,0.8291617777777778
Latte,25,0.8310666666666666
Latte,26,0.8332044444444445
Latte,27,0.8343266666666667
Latte,28,0.8355608888888889
Latte,29,0.8342275555555556
Latte,30,0.8357551111111111
Latte,31,0.8236551111111111
Lemon Bars,1,0.09100000000000008
Lemon Bars,2,0.10496812500000008
Lemon Bars,3,0.07705262499999999
Lemon Bars,4,0.05908874999999991
Lemon Bars,5,0.056342
Lemon Bars,6,0.09549512500000001
Lemon Bars,7,0.10359600000000002
Lemon Bars,8,0.08098974999999986
Lemon Bars,9,0.07376262500000008
Lemon Bars,10,0.052720124999999896
Lemon Bars,11,0.09855499999999995
Lemon Bars,12,0.11728962500000006
Lemon Bars,13,0.02753900000000009
Lemon Bars,14,0.059560499999999905
Lemon Bars,15,0.08940749999999997
Lemon Bars,16,0.1172106249999999
Lemon Bars,17,0.09516562500000003
Lemon Bars,18,0.08495775000000017
Lemon Bars,19,0.09532024999999988
Lemon Bars,20,0.08095037500000002
Lemon Bars,21,0.05387025000000012
Lemon Bars,22,0.04208924999999997
Lemon Bars,23,0.06242712500000014
Lemon Bars,24,0.04961437499999999
Lemon Bars,25,0.05599762500000005
Lemon Bars,26,0.045962625000000035
Lemon Bars,27,0.0166044999999998
Lemon Bars,28,-0.01830675000000004
Lemon Bars,29,-0.027076124999999784
Lemon Bars,30,-0.02432275000000006
Lemon Bars,31,-0.028132374999999987
Sugar Cookies,1,0.9224583333333334
Sugar Cookies,2,0.9227509166666666
Sugar Cookies,3,0.9221303333333334
Sugar Cookies,4,0.9208145416666667
Sugar Cookies,5,0.9207425625
Sugar Cookies,6,0.9204438333333333
Sugar Cookies,7,0.9198398541666667
Sugar Cookies,8,0.9185781666666667
Sugar Cookies,9,0.9201136666666667
Sugar Cookies,10,0.9194402291666667
Sugar Cookies,11,0.9213334375
Sugar Cookies,12,0.9243900625
Sugar Cookies,13,0.9245314166666667
Sugar Cookies,14,0.9253042083333334
Sugar Cookies,15,0.9260653541666667
Sugar Cookies,16,0.9268102291666667
Sugar Cookies,17,0.92678
Sugar Cookies,18,0.9238972916666667
Sugar Cookies,19,0.9254307708333334
Sugar Cookies,20,0.925467375
Sugar Cookies,21,0.9249327291666667
Sugar Cookies,22,0.9245092916666666
Sugar Cookies,23,0.9247687708333333
Sugar Cookies,24,0.9237633958333333
Sugar Cookies,25,0.9239256875
Sugar Cookies,26,0.9238590625
Sugar Cookies,27,0.9241894791666667
Sugar Cookies,28,0.9263709791666667
Sugar Cookies,29,0.9255568958333333
Sugar Cookies,30,0.9251725208333333
Sugar Cookies,31,0.9254279166666667
