Ingredient_ID,Ingredient_Name,Week_Number,Week_Date,Cost_Per_Unit,Note
ING017,Blueberries,4,2026-07-06,0.008217,REAL DATA ALREADY LOADED
ING017,Blueberries,5,2026-07-13,0.008747,REAL DATA ALREADY LOADED
ING017,Blueberries,6,2026-07-20,0.008206,REAL DATA ALREADY LOADED
ING017,Blueberries,7,2026-07-27,0.007203,REAL DATA ALREADY LOADED
ING017,Blueberries,8,2026-08-03,0.007278,REAL DATA ALREADY LOADED
ING017,Blueberries,9,2026-08-10,0.007259,REAL DATA ALREADY LOADED
ING017,Blueberries,10,2026-08-17,0.007055,REAL DATA ALREADY LOADED
ING017,Blueberries,11,2026-08-24,0.007512,REAL DATA ALREADY LOADED
ING017,Blueberries,12,2026-08-31,0.007356,REAL DATA ALREADY LOADED
ING018,Baking Powder,1,2026-06-15,0.004,
ING018,Baking Powder,2,2026-06-22,0.003967,
ING018,Baking Powder,3,2026-06-29,0.003993,
ING018,Baking Powder,4,2026-07-06,0.004056,
ING018,Baking Powder,5,2026-07-13,0.004015,
ING018,Baking Powder,6,2026-07-20,0.00404,
ING018,Baking Powder,7,2026-07-27,0.004042,
ING018,Baking Powder,8,2026-08-03,0.004181,
ING018,Baking Powder,9,2026-08-10,0.004066,
ING018,Baking Powder,10,2026-08-17,0.004111,
ING018,Baking Powder,11,2026-08-24,0.004094,
ING018,Baking Powder,12,2026-08-31,0.00409,
ING019,Chicken Breast,1,2026-06-15,0.0088,REAL DATA ALREADY LOADED
ING019,Chicken Breast,2,2026-06-22,0.009663,REAL DATA ALREADY LOADED
ING019,Chicken Breast,3,2026-06-29,0.009688,REAL DATA ALREADY LOADED
ING019,Chicken Breast,4,2026-07-06,0.010803,REAL DATA ALREADY LOADED
ING019,Chicken Breast,5,2026-07-13,0.010596,REAL DATA ALREADY LOADED
ING019,Chicken Breast,6,2026-07-20,0.010814,REAL DATA ALREADY LOADED
ING019,Chicken Breast,7,2026-07-27,0.010581,REAL DATA ALREADY LOADED
ING019,Chicken Breast,8,2026-08-03,0.010247,REAL DATA ALREADY LOADED
ING019,Chicken Breast,9,2026-08-10,0.01031,REAL DATA ALREADY LOADED
ING019,Chicken Breast,10,2026-08-17,0.010195,REAL DATA ALREADY LOADED
ING019,Chicken Breast,11,2026-08-24,0.010329,REAL DATA ALREADY LOADED
ING019,Chicken Breast,12,2026-08-31,0.009273,REAL DATA ALREADY LOADED
ING020,Water,1,2026-06-15,0.0001,
ING020,Water,2,2026-06-22,0.0001,
ING020,Water,3,2026-06-29,0.0001,
ING020,Water,4,2026-07-06,0.0001,
ING020,Water,5,2026-07-13,0.0001,
ING020,Water,6,2026-07-20,0.0001,
ING020,Water,7,2026-07-27,0.0001,
ING020,Water,8,2026-08-03,0.0001,
ING020,Water,9,2026-08-10,0.0001,
ING020,Water,10,2026-08-17,0.0001,
ING020,Water,11,2026-08-24,0.0001,
ING020,Water,12,2026-08-31,0.0001,
ING021,Ice,1,2026-06-15,0.0002,
ING021,Ice,2,2026-06-22,0.0002,
ING021,Ice,3,2026-06-29,0.0002,
ING021,Ice,4,2026-07-06,0.0002,
ING021,Ice,5,2026-07-13,0.0002,
ING021,Ice,6,2026-07-20,0.0002,
ING021,Ice,7,2026-07-27,0.0002,
ING021,Ice,8,2026-08-03,0.0002,
ING021,Ice,9,2026-08-10,0.0002,
ING021,Ice,10,2026-08-17,0.0002,
ING021,Ice,11,2026-08-24,0.0002,
ING021,Ice,12,2026-08-31,0.0002,
ING001,All-Purpose Flour,13,2026-09-07,0.002172,auto-generated
ING002,Granulated Sugar,13,2026-09-07,0.001828,auto-generated
ING003,Unsalted Butter,13,2026-09-07,0.008302,auto-generated
ING004,Large Eggs,13,2026-09-07,0.290172,auto-generated
ING005,Chocolate Chips,13,2026-09-07,0.012419,auto-generated
ING006,Brown Sugar,13,2026-09-07,0.002052,auto-generated
ING007,Vanilla Extract,13,2026-09-07,0.084905,auto-generated
ING008,Baking Soda,13,2026-09-07,0.00193,auto-generated
ING009,Salt,13,2026-09-07,0.001105,auto-generated
ING010,Lemons,13,2026-09-07,0.76336,auto-generated
ING011,Powdered Sugar,13,2026-09-07,0.00302,auto-generated
ING012,Cocoa Powder,13,2026-09-07,0.012226,auto-generated
ING013,Bananas,13,2026-09-07,0.259527,auto-generated
ING014,Milk,13,2026-09-07,0.001184,auto-generated
ING015,Espresso Beans,13,2026-09-07,0.027432,auto-generated
ING016,Black Tea Bags,13,2026-09-07,0.100681,auto-generated
ING017,Blueberries,13,2026-09-07,0.007704,auto-generated
ING018,Baking Powder,13,2026-09-07,0.004087,auto-generated
ING019,Chicken Breast,13,2026-09-07,0.008894,auto-generated
ING020,Water,13,2026-09-07,0.0001,auto-generated
ING021,Ice,13,2026-09-07,0.0002,auto-generated
ING001,All-Purpose Flour,14,2026-09-14,0.002169,auto-generated
ING002,Granulated Sugar,14,2026-09-14,0.001839,auto-generated
ING003,Unsalted Butter,14,2026-09-14,0.008164,auto-generated
ING004,Large Eggs,14,2026-09-14,0.289514,auto-generated
ING005,Chocolate Chips,14,2026-09-14,0.01256,auto-generated
ING006,Brown Sugar,14,2026-09-14,0.002059,auto-generated
ING007,Vanilla Extract,14,2026-09-14,0.083575,auto-generated
ING008,Baking Soda,14,2026-09-14,0.001948,auto-generated
ING009,Salt,14,2026-09-14,0.001087,auto-generated
ING010,Lemons,14,2026-09-14,0.706509,auto-generated
ING011,Powdered Sugar,14,2026-09-14,0.003032,auto-generated
ING012,Cocoa Powder,14,2026-09-14,0.012233,auto-generated
ING013,Bananas,14,2026-09-14,0.26417,auto-generated
ING014,Milk,14,2026-09-14,0.001196,auto-generated
ING015,Espresso Beans,14,2026-09-14,0.027612,auto-generated
ING016,Black Tea Bags,14,2026-09-14,0.101987,auto-generated
ING017,Blueberries,14,2026-09-14,0.007616,auto-generated
ING018,Baking Powder,14,2026-09-14,0.004087,auto-generated
ING019,Chicken Breast,14,2026-09-14,0.008801,auto-generated
ING020,Water,14,2026-09-14,0.0001,auto-generated
ING021,Ice,14,2026-09-14,0.0002,auto-generated
ING001,All-Purpose Flour,15,2026-09-21,0.002166,auto-generated
ING002,Granulated Sugar,15,2026-09-21,0.00185,auto-generated
ING003,Unsalted Butter,15,2026-09-21,0.008028,auto-generated
ING004,Large Eggs,15,2026-09-21,0.288858,auto-generated
ING005,Chocolate Chips,15,2026-09-21,0.012703,auto-generated
ING006,Brown Sugar,15,2026-09-21,0.002066,auto-generated
ING007,Vanilla Extract,15,2026-09-21,0.082266,auto-generated
ING008,Baking Soda,15,2026-09-21,0.001967,auto-generated
ING009,Salt,15,2026-09-21,0.00107,auto-generated
ING010,Lemons,15,2026-09-21,0.653892,auto-generated
ING011,Powdered Sugar,15,2026-09-21,0.003044,auto-generated
ING012,Cocoa Powder,15,2026-09-21,0.01224,auto-generated
ING013,Bananas,15,2026-09-21,0.268896,auto-generated
ING014,Milk,15,2026-09-21,0.001208,auto-generated
ING015,Espresso Beans,15,2026-09-21,0.027793,auto-generated
ING016,Black Tea Bags,15,2026-09-21,0.10331,auto-generated
ING017,Blueberries,15,2026-09-21,0.007529,auto-generated
ING018,Baking Powder,15,2026-09-21,0.004087,auto-generated
ING019,Chicken Breast,15,2026-09-21,0.008709,auto-generated
ING020,Water,15,2026-09-21,0.0001,auto-generated
ING021,Ice,15,2026-09-21,0.0002,auto-generated
ING001,All-Purpose Flour,16,2026-09-28,0.002163,auto-generated
ING002,Granulated Sugar,16,2026-09-28,0.001861,auto-generated
ING003,Unsalted Butter,16,2026-09-28,0.007895,auto-generated
ING004,Large Eggs,16,2026-09-28,0.288203,auto-generated
ING005,Chocolate Chips,16,2026-09-28,0.012847,auto-generated
ING006,Brown Sugar,16,2026-09-28,0.002073,auto-generated
ING007,Vanilla Extract,16,2026-09-28,0.080978,auto-generated
ING008,Baking Soda,16,2026-09-28,0.001986,auto-generated
ING009,Salt,16,2026-09-28,0.001053,auto-generated
ING010,Lemons,16,2026-09-28,0.605193,auto-generated
ING011,Powdered Sugar,16,2026-09-28,0.003056,auto-generated
ING012,Cocoa Powder,16,2026-09-28,0.012247,auto-generated
ING013,Bananas,16,2026-09-28,0.273707,auto-generated
ING014,Milk,16,2026-09-28,0.00122,auto-generated
ING015,Espresso Beans,16,2026-09-28,0.027975,auto-generated
ING016,Black Tea Bags,16,2026-09-28,0.10465,auto-generated
ING017,Blueberries,16,2026-09-28,0.007443,auto-generated
ING018,Baking Powder,16,2026-09-28,0.004087,auto-generated
ING019,Chicken Breast,16,2026-09-28,0.008618,auto-generated
ING020,Water,16,2026-09-28,0.0001,auto-generated
ING021,Ice,16,2026-09-28,0.0002,auto-generated
ING001,All-Purpose Flour,17,2026-10-05,0.002144,auto-generated
ING002,Granulated Sugar,17,2026-10-05,0.001848,auto-generated
ING003,Unsalted Butter,17,2026-10-05,0.007949,auto-generated
ING004,Large Eggs,17,2026-10-05,0.289059,auto-generated
ING005,Chocolate Chips,17,2026-10-05,0.013028,auto-generated
ING006,Brown Sugar,17,2026-10-05,0.002073,auto-generated
ING007,Vanilla Extract,17,2026-10-05,0.080397,auto-generated
ING008,Baking Soda,17,2026-10-05,0.001959,auto-generated
ING009,Salt,17,2026-10-05,0.001063,auto-generated
ING010,Lemons,17,2026-10-05,0.646847,auto-generated
ING011,Powdered Sugar,17,2026-10-05,0.00307,auto-generated
ING012,Cocoa Powder,17,2026-10-05,0.012335,auto-generated
ING013,Bananas,17,2026-10-05,0.267267,auto-generated
ING014,Milk,17,2026-10-05,0.001199,auto-generated
ING015,Espresso Beans,17,2026-10-05,0.027854,auto-generated
ING016,Black Tea Bags,17,2026-10-05,0.103229,auto-generated
ING017,Blueberries,17,2026-10-05,0.007553,auto-generated
ING018,Baking Powder,17,2026-10-05,0.004013,auto-generated
ING019,Chicken Breast,17,2026-10-05,0.007993,auto-generated
ING020,Water,17,2026-10-05,0.0001,auto-generated
ING021,Ice,17,2026-10-05,0.0002,auto-generated
ING001,All-Purpose Flour,18,2026-10-12,0.002558,auto-generated
ING002,Granulated Sugar,18,2026-10-12,0.001868,auto-generated
ING003,Unsalted Butter,18,2026-10-12,0.008006,auto-generated
ING004,Large Eggs,18,2026-10-12,0.29099,auto-generated
ING005,Chocolate Chips,18,2026-10-12,0.013043,auto-generated
ING006,Brown Sugar,18,2026-10-12,0.002096,auto-generated
ING007,Vanilla Extract,18,2026-10-12,0.079513,auto-generated
ING008,Baking Soda,18,2026-10-12,0.001969,auto-generated
ING009,Salt,18,2026-10-12,0.00107,auto-generated
ING010,Lemons,18,2026-10-12,0.631697,auto-generated
ING011,Powdered Sugar,18,2026-10-12,0.003131,auto-generated
ING012,Cocoa Powder,18,2026-10-12,0.012141,auto-generated
ING013,Bananas,18,2026-10-12,0.269328,auto-generated
ING014,Milk,18,2026-10-12,0.001219,auto-generated
ING015,Espresso Beans,18,2026-10-12,0.02788,auto-generated
ING016,Black Tea Bags,18,2026-10-12,0.103425,auto-generated
ING017,Blueberries,18,2026-10-12,0.006814,auto-generated
ING018,Baking Powder,18,2026-10-12,0.003977,auto-generated
ING019,Chicken Breast,18,2026-10-12,0.007751,auto-generated
ING020,Water,18,2026-10-12,0.0001,auto-generated
ING021,Ice,18,2026-10-12,0.0002,auto-generated
ING001,All-Purpose Flour,19,2026-10-19,0.002535,auto-generated
ING002,Granulated Sugar,19,2026-10-19,0.001877,auto-generated
ING003,Unsalted Butter,19,2026-10-19,0.007702,auto-generated
ING004,Large Eggs,19,2026-10-19,0.289381,auto-generated
ING005,Chocolate Chips,19,2026-10-19,0.013092,auto-generated
ING006,Brown Sugar,19,2026-10-19,0.002111,auto-generated
ING007,Vanilla Extract,19,2026-10-19,0.079816,auto-generated
ING008,Baking Soda,19,2026-10-19,0.001971,auto-generated
ING009,Salt,19,2026-10-19,0.001071,auto-generated
ING010,Lemons,19,2026-10-19,0.629993,auto-generated
ING011,Powdered Sugar,19,2026-10-19,0.00314,auto-generated
ING012,Cocoa Powder,19,2026-10-19,0.012208,auto-generated
ING013,Bananas,19,2026-10-19,0.277832,auto-generated
ING014,Milk,19,2026-10-19,0.001255,auto-generated
ING015,Espresso Beans,19,2026-10-19,0.028286,auto-generated
ING016,Black Tea Bags,19,2026-10-19,0.103092,auto-generated
ING017,Blueberries,19,2026-10-19,0.006854,auto-generated
ING018,Baking Powder,19,2026-10-19,0.003974,auto-generated
ING019,Chicken Breast,19,2026-10-19,0.010466,auto-generated
ING020,Water,19,2026-10-19,0.0001,auto-generated
ING021,Ice,19,2026-10-19,0.0002,auto-generated
ING001,All-Purpose Flour,20,2026-10-26,0.002524,auto-generated
ING002,Granulated Sugar,20,2026-10-26,0.001886,auto-generated
ING003,Unsalted Butter,20,2026-10-26,0.007725,auto-generated
ING004,Large Eggs,20,2026-10-26,0.285566,auto-generated
ING005,Chocolate Chips,20,2026-10-26,0.012805,auto-generated
ING006,Brown Sugar,20,2026-10-26,0.002101,auto-generated
ING007,Vanilla Extract,20,2026-10-26,0.079473,auto-generated
ING008,Baking Soda,20,2026-10-26,0.001964,auto-generated
ING009,Salt,20,2026-10-26,0.00106,auto-generated
ING010,Lemons,20,2026-10-26,0.660272,auto-generated
ING011,Powdered Sugar,20,2026-10-26,0.00316,auto-generated
ING012,Cocoa Powder,20,2026-10-26,0.01213,auto-generated
ING013,Bananas,20,2026-10-26,0.281098,auto-generated
ING014,Milk,20,2026-10-26,0.00123,auto-generated
ING015,Espresso Beans,20,2026-10-26,0.028505,auto-generated
ING016,Black Tea Bags,20,2026-10-26,0.103228,auto-generated
ING017,Blueberries,20,2026-10-26,0.006238,auto-generated
ING018,Baking Powder,20,2026-10-26,0.003998,auto-generated
ING019,Chicken Breast,20,2026-10-26,0.01036,auto-generated
ING020,Water,20,2026-10-26,0.0001,auto-generated
ING021,Ice,20,2026-10-26,0.0002,auto-generated
ING001,All-Purpose Flour,21,2026-11-02,0.00254,auto-generated
ING002,Granulated Sugar,21,2026-11-02,0.001894,auto-generated
ING003,Unsalted Butter,21,2026-11-02,0.00754,auto-generated
ING004,Large Eggs,21,2026-11-02,0.343917,auto-generated
ING005,Chocolate Chips,21,2026-11-02,0.012788,auto-generated
ING006,Brown Sugar,21,2026-11-02,0.002122,auto-generated
ING007,Vanilla Extract,21,2026-11-02,0.079961,auto-generated
ING008,Baking Soda,21,2026-11-02,0.001984,auto-generated
ING009,Salt,21,2026-11-02,0.001061,auto-generated
ING010,Lemons,21,2026-11-02,0.665237,auto-generated
ING011,Powdered Sugar,21,2026-11-02,0.003153,auto-generated
ING012,Cocoa Powder,21,2026-11-02,0.011972,auto-generated
ING013,Bananas,21,2026-11-02,0.294405,auto-generated
ING014,Milk,21,2026-11-02,0.001244,auto-generated
ING015,Espresso Beans,21,2026-11-02,0.028463,auto-generated
ING016,Black Tea Bags,21,2026-11-02,0.103307,auto-generated
ING017,Blueberries,21,2026-11-02,0.005879,auto-generated
ING018,Baking Powder,21,2026-11-02,0.004017,auto-generated
ING019,Chicken Breast,21,2026-11-02,0.010542,auto-generated
ING020,Water,21,2026-11-02,0.0001,auto-generated
ING021,Ice,21,2026-11-02,0.0002,auto-generated
ING001,All-Purpose Flour,22,2026-11-09,0.002551,auto-generated
ING002,Granulated Sugar,22,2026-11-09,0.001919,auto-generated
ING003,Unsalted Butter,22,2026-11-09,0.007598,auto-generated
ING004,Large Eggs,22,2026-11-09,0.341778,auto-generated
ING005,Chocolate Chips,22,2026-11-09,0.012895,auto-generated
ING006,Brown Sugar,22,2026-11-09,0.002132,auto-generated
ING007,Vanilla Extract,22,2026-11-09,0.08021,auto-generated
ING008,Baking Soda,22,2026-11-09,0.002006,auto-generated
ING009,Salt,22,2026-11-09,0.001053,auto-generated
ING010,Lemons,22,2026-11-09,0.682717,auto-generated
ING011,Powdered Sugar,22,2026-11-09,0.003201,auto-generated
ING012,Cocoa Powder,22,2026-11-09,0.011895,auto-generated
ING013,Bananas,22,2026-11-09,0.288314,auto-generated
ING014,Milk,22,2026-11-09,0.00128,auto-generated
ING015,Espresso Beans,22,2026-11-09,0.028811,auto-generated
ING016,Black Tea Bags,22,2026-11-09,0.102238,auto-generated
ING017,Blueberries,22,2026-11-09,0.005811,auto-generated
ING018,Baking Powder,22,2026-11-09,0.003994,auto-generated
ING019,Chicken Breast,22,2026-11-09,0.010871,auto-generated
ING020,Water,22,2026-11-09,0.0001,auto-generated
ING021,Ice,22,2026-11-09,0.0002,auto-generated
ING001,All-Purpose Flour,23,2026-11-16,0.002567,auto-generated
ING002,Granulated Sugar,23,2026-11-16,0.001879,auto-generated
ING003,Unsalted Butter,23,2026-11-16,0.007607,auto-generated
