Ingredient_ID,Ingredient_Name,Week_Number,Week_Date,Cost_Per_Unit,Note
ING017,Blueberries,4,2026-07-06,0.008217,REAL DATA ALREADY LOADED
ING017,Blueberries,5,2026-07-13,0.008747,REAL DATA ALREADY LOADED
ING017,Blueberries,6,2026-07-20,0.008206,REAL DATA ALREADY LOADED
ING017,Blueberries,7,2026-07-27,0.007203,REAL DATA ALREADY LOADED
ING017,Blueberries,8,2026-08-03,0.007278,REAL DATA ALREADY LOADED
ING017,Blueberries,9,2026-08-10,0.007259,REAL DATA ALREADY LOADED
ING017,Blueberries,10,2026-08-17,0.007055,REAL DATA ALREADY LOADED
ING017,Blueberries,11,2026-08-24,0.007512,REAL DATA ALREADY LOADED
ING017,Blueberries,12,2026-08-31,0.007356,REAL DATA ALREADY LOADED
ING018,Baking Powder,1,2026-06-15,0.004,
ING018,Baking Powder,2,2026-06-22,0.003967,
ING018,Baking Powder,3,2026-06-29,0.003993,
ING018,Baking Powder,4,2026-07-06,0.004056,
ING018,Baking Powder,5,2026-07-13,0.004015,
ING018,Baking Powder,6,2026-07-20,0.00404,
ING018,Baking Powder,7,2026-07-27,0.004042,
ING018,Baking Powder,8,2026-08-03,0.004181,
ING018,Baking Powder,9,2026-08-10,0.004066,
ING018,Baking Powder,10,2026-08-17,0.004111,
ING018,Baking Powder,11,2026-08-24,0.004094,
ING018,Baking Powder,12,2026-08-31,0.00409,
ING019,Chicken Breast,1,2026-06-15,0.0088,REAL DATA ALREADY LOADED
ING019,Chicken Breast,2,2026-06-22,0.009663,REAL DATA ALREADY LOADED
ING019,Chicken Breast,3,2026-06-29,0.009688,REAL DATA ALREADY LOADED
ING019,Chicken Breast,4,2026-07-06,0.010803,REAL DATA ALREADY LOADED
ING019,Chicken Breast,5,2026-07-13,0.010596,REAL DATA ALREADY LOADED
ING019,Chicken Breast,6,2026-07-20,0.010814,REAL DATA ALREADY LOADED
ING019,Chicken Breast,7,2026-07-27,0.010581,REAL DATA ALREADY LOADED
ING019,Chicken Breast,8,2026-08-03,0.010247,REAL DATA ALREADY LOADED
ING019,Chicken Breast,9,2026-08-10,0.01031,REAL DATA ALREADY LOADED
ING019,Chicken Breast,10,2026-08-17,0.010195,REAL DATA ALREADY LOADED
ING019,Chicken Breast,11,2026-08-24,0.010329,REAL DATA ALREADY LOADED
ING019,Chicken Breast,12,2026-08-31,0.009273,REAL DATA ALREADY LOADED
ING020,Water,1,2026-06-15,0.0001,
ING020,Water,2,2026-06-22,0.0001,
ING020,Water,3,2026-06-29,0.0001,
ING020,Water,4,2026-07-06,0.0001,
ING020,Water,5,2026-07-13,0.0001,
ING020,Water,6,2026-07-20,0.0001,
ING020,Water,7,2026-07-27,0.0001,
ING020,Water,8,2026-08-03,0.0001,
ING020,Water,9,2026-08-10,0.0001,
ING020,Water,10,2026-08-17,0.0001,
ING020,Water,11,2026-08-24,0.0001,
ING020,Water,12,2026-08-31,0.0001,
ING021,Ice,1,2026-06-15,0.0002,
ING021,Ice,2,2026-06-22,0.0002,
ING021,Ice,3,2026-06-29,0.0002,
ING021,Ice,4,2026-07-06,0.0002,
ING021,Ice,5,2026-07-13,0.0002,
ING021,Ice,6,2026-07-20,0.0002,
ING021,Ice,7,2026-07-27,0.0002,
ING021,Ice,8,2026-08-03,0.0002,
ING021,Ice,9,2026-08-10,0.0002,
ING021,Ice,10,2026-08-17,0.0002,
ING021,Ice,11,2026-08-24,0.0002,
ING021,Ice,12,2026-08-31,0.0002,
